District code,State name,District Name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Housholds_with_Electric_Lighting,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Television,Households_with_Telephone_Mobile_Phone,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000
56,UTTARAKHAND,Uttarkashi,330086,168597,161489,215126,128237,86889,157276,84265,73011,128367,28909,172810,52621,112148,9061,121209,43442,46625,47640,30901,24989,18882,213460,83896,297356,202426,75997,51245,1353,1637,29400,43020,36136,29106,724,1265,2743,1367,5884,19107,28531,530,53576,7,4664,5986,10650,6484,32005,12124,13397,19802,4101,44218,9723,1844,2229,292,93,10388,73
57,UTTARAKHAND,Chamoli,391605,193991,197614,280556,155395,125161,180940,93832,87108,115115,65825,210665,71524,163434,22906,186340,47447,68435,67519,47703,32557,27168,293196,61950,355146,229715,93182,67873,861,2516,46579,59079,46547,45572,537,967,1940,847,6637,32596,31825,592,73654,9,7399,8592,15991,10683,45109,17370,17056,21857,2808,54317,10328,1350,1536,166,20,19584,78
58,UTTARAKHAND,Rudraprayag,242285,114589,127696,170933,91803,79130,113032,52339,60693,78950,34082,129253,49182,112705,4454,117159,30562,50288,44605,28916,21131,15096,191038,45428,236466,141848,54979,44986,432,1111,29622,40057,29977,28272,545,1192,641,447,2601,21796,16137,505,47111,4,4149,5066,9215,6375,27832,10768,10689,14232,2213,33151,7956,1403,1706,233,70,10679,50
59,UTTARAKHAND,Tehri Garhwal,618931,297986,320945,407994,227406,180588,280442,140821,139621,165912,114530,338489,117239,227059,27177,254236,72163,103462,95417,74008,58434,30704,436261,133013,569274,368324,139371,109998,3876,4324,68294,98205,78515,74477,1499,7511,8444,2673,6619,50396,43048,2113,103160,49,11735,13297,25032,15568,65081,24468,25045,36001,7380,82854,19145,3984,4848,694,170,26647,129
60,UTTARAKHAND,Dehradun,1696694,892199,804495,1259506,702216,557290,582768,458834,123934,488161,94607,1113926,310726,228245,269393,497638,142130,236027,240639,206730,187700,247622,1287492,296538,1584030,968517,446046,276280,129863,48070,260368,278318,283844,278971,352,42436,685,1331,2934,39008,261525,1085,273226,6585,12707,25329,38036,41531,184579,77983,65065,78677,21408,224771,45981,10922,13503,2027,554,38445,218
61,UTTARAKHAND,Garhwal,687271,326829,360442,494889,262148,232741,274152,147373,126779,164439,109713,413119,143963,279682,36780,316462,91101,107794,111671,95590,74219,52076,538089,123071,661160,380765,160183,145445,13681,4874,99662,113779,104175,89437,399,6613,2444,1157,9139,72086,58484,1889,138948,1998,17932,18928,36860,22297,83182,31946,28939,36058,5588,95157,16752,2574,2978,342,62,46801,143
62,UTTARAKHAND,Pithoragarh,483439,239306,244133,345550,189623,155927,216490,113539,102951,145481,71009,266949,95421,183687,26256,209943,63591,87585,90983,56591,42086,28375,371448,88036,459484,273494,116749,92517,1600,3008,58954,67332,58037,61543,1194,5118,1161,2067,9189,40377,46575,1784,88949,16,8519,12171,20690,17126,63782,25002,21654,24650,2420,67738,13607,1440,1573,117,16,28624,105
63,UTTARAKHAND,Bageshwar,259898,124326,135572,179483,97546,81937,123638,58708,64930,78085,45553,136260,47083,96031,3880,99911,38113,47788,50340,31224,20785,10900,199825,49539,249364,147488,60569,51672,975,1149,25873,35364,28198,31604,869,1888,613,983,4948,27478,14315,1153,45834,31,3750,5600,9350,7598,31288,12246,11444,15087,1987,35989,9278,1294,1467,150,23,10978,53
64,UTTARAKHAND,Almora,622506,291081,331425,436497,231604,204893,298211,142460,155751,201078,97133,324295,109876,260056,21082,281138,90864,120029,115810,76148,53026,37742,495882,109556,605438,351595,141238,128994,2673,3396,70237,98610,77118,76958,940,5856,1502,2135,11918,65744,36378,1947,112049,37,12916,14375,27291,17500,69633,25736,26397,36077,6256,81556,17115,2655,3162,418,89,37424,131
65,UTTARAKHAND,Champawat,259648,131125,128523,177726,102015,75711,99566,60427,39139,62698,36868,160082,37725,85202,12839,98041,36127,48093,45766,23610,18360,15110,188383,62429,250812,156916,60722,41913,7523,1387,22588,31466,24002,24284,1062,9321,477,1076,4091,19586,19181,1130,34183,603,3052,3680,6732,5638,26364,9934,10792,16515,2745,34345,7444,1250,1503,208,45,9064,52
66,UTTARAKHAND,Nainital,954605,493666,460939,696500,385779,310721,376181,256935,119246,296424,79757,578424,169001,193086,105577,298663,90915,155681,157875,115317,98851,89101,713940,166573,880513,562548,243095,147053,57123,13800,125994,145056,145021,148745,433,23401,593,3290,7910,42051,117598,1012,149782,7767,7963,13150,21113,21490,100758,40369,38899,53400,11837,130306,25279,5265,6413,951,197,25110,166
67,UTTARAKHAND,Udham Singh Nagar,1648902,858783,790119,1037839,598525,439314,591458,444578,146880,450762,140696,1057444,254802,269406,145253,414659,179602,302653,232381,169274,113661,111062,1120419,438598,1559017,1042614,392370,212223,194624,16841,192243,228966,207469,207848,86,185252,26,72,3483,45902,242986,310,110297,9841,7491,18265,25756,30541,150705,58076,62088,99492,24099,216964,43109,9421,11879,1923,535,28100,280
68,UTTARAKHAND,Hardwar,1890422,1005295,885127,1178354,691411,486943,578121,497810,80311,495152,82969,1312301,279012,301828,186183,488011,245515,336790,243719,165003,114114,134182,1268700,580970,1849670,1207120,435385,246229,210338,21893,207894,250344,265523,216744,156,188321,28,300,3940,54977,246771,472,131667,12487,8322,20972,29294,32082,148342,56204,60056,113550,34158,231515,50021,11751,14904,2535,618,28904,315
69,HARYANA,Panchkula,561293,299679,261614,405318,229862,175456,211479,164865,46614,182831,28648,349814,103455,70895,93656,164551,45607,73584,60177,69163,48306,83256,388559,119222,507781,309078,157076,93606,42737,29497,88378,92486,94560,77967,558,5218,477,318,880,22286,82195,444,99720,3329,4053,9104,13157,14305,65612,28779,22528,25585,5882,74902,18116,4455,5295,680,160,11923,42
70,HARYANA,Ambala,1128350,598703,529647,818025,461288,356737,372139,320120,52019,319475,52664,756211,199681,175365,139891,315256,89558,170110,161844,163544,97980,91472,793235,222031,1015266,617859,308126,201685,133676,26122,172034,170149,186183,142922,252,32215,51,32,863,27750,175374,106,173860,14874,5230,13528,18758,22812,120894,51168,46914,54266,14153,136640,39766,10339,12555,1841,375,19110,100
71,HARYANA,Yamunanagar,1214205,646718,567487,832457,474793,357664,389233,342343,46890,339024,50209,824972,217503,214464,143259,357723,107222,194654,164652,159311,99170,82532,826207,319428,1145635,694813,317708,201386,148002,20791,168506,175426,193584,148667,360,48584,46,376,1494,30238,189997,71,176944,12740,5490,14053,19543,23263,128240,53029,51948,64638,15742,152818,41829,10321,12547,1836,390,20969,89
72,HARYANA,Kurukshetra,964655,510976,453679,646893,370828,276065,336780,268556,68224,285904,50876,627875,171908,203553,88268,291821,94530,145392,118107,120790,81964,71007,642789,266638,909427,552034,250830,160216,107683,20261,143316,145855,152922,136321,40,25561,42,17,934,28663,144159,59,152471,23107,3540,11148,14688,18809,104115,43935,41371,48824,11764,115218,33776,9014,10985,1618,353,19412,83
73,HARYANA,Kaithal,1074304,571003,503301,646529,385782,260747,373899,292696,81203,290663,83236,700405,187349,231091,75696,306787,119345,158239,124682,117753,82297,51043,662470,369869,1032339,630194,265813,176320,95704,12792,140195,153352,153556,126896,1443,77712,36,354,2845,60650,114419,897,116339,45149,3676,11442,15118,19624,111504,45618,46262,59344,14255,128054,39137,9894,11896,1683,319,21134,100
74,HARYANA,Karnal,1505324,797712,707612,978013,564516,413497,516062,411646,104416,411533,104529,989262,267223,292682,135920,428602,155839,231354,188040,183590,124790,101387,1004186,429220,1433406,884972,380409,234684,143754,26238,215813,215865,238149,215989,151,51117,46,84,3100,45033,225116,277,229500,29657,5761,17461,23222,29082,161777,66304,66391,81876,17676,189917,52737,12985,15700,2215,500,26197,146
75,HARYANA,Panipat,1205437,646857,558580,786599,464136,322463,412318,328667,83651,339016,73302,793119,209965,173502,153804,327306,118873,170565,143466,141473,91756,75774,752884,296212,1049096,739075,298764,167244,90548,17466,162321,172677,191098,176766,712,69876,33,208,2672,53544,148894,467,145881,41486,4783,13209,17992,23156,123573,50265,50152,65067,13756,152367,37420,8949,10817,1543,325,19784,91
76,HARYANA,Sonipat,1450001,781299,668702,998316,589881,408435,523179,391085,132094,396763,126416,926822,253054,283858,133576,417434,138489,200458,182396,224639,150760,101186,1017189,344813,1362002,855201,360216,233318,119029,22367,192317,207285,224790,183719,5630,91587,29,626,4761,65828,171176,851,164405,59531,6555,15548,22103,26720,150015,61743,61552,78258,19282,174200,51229,13154,15863,2262,447,28366,153
77,HARYANA,Jind,1334152,713006,621146,832758,502049,330709,523422,368277,155145,385851,137571,810730,222462,278335,89665,368000,136892,185626,151682,154773,107994,64599,815843,419624,1235467,784085,335704,213478,113068,15836,160742,193577,186317,146428,15600,89084,39,542,4981,73935,119784,1170,129177,43302,4228,13046,17274,23783,134056,55033,55240,73299,19953,153267,48467,13086,15718,2146,486,27130,131
78,HARYANA,Fatehabad,942011,495360,446651,557578,327471,230107,369083,263498,105585,286258,82825,572928,153301,203020,55360,258380,103541,136663,99948,93526,61476,37741,542399,344534,886933,555745,237009,147469,86268,14030,107042,136196,152219,134586,228,41039,28,1970,1355,39877,122912,1773,128708,25578,3026,9731,12757,17216,99951,41231,41504,51558,11828,118034,32676,8838,10397,1302,257,14987,89
79,HARYANA,Sirsa,1295189,682582,612607,782897,456968,325929,502003,369462,132541,399169,102834,793186,215527,245476,93316,338792,141766,201349,153263,134559,83373,61620,792628,412353,1204981,750228,334344,208185,117760,24468,150315,190983,216307,215371,178,26345,61,3363,1968,33381,196564,1906,204475,19947,4202,13126,17328,23790,135060,57070,54200,70339,17490,157925,45978,13988,16392,1996,408,19922,113
80,HARYANA,Hisar,1743931,931562,812369,1114311,670200,444111,691621,488321,203300,531227,160394,1052310,285004,302013,154113,456126,197303,230074,194595,202792,144626,105346,1093767,505251,1599018,1017830,456536,265109,147721,24642,202588,259276,273915,231144,12798,78490,53,4199,2895,76543,194669,4792,218535,11612,5846,17116,22962,32391,188751,80345,76015,91914,21419,215575,60114,16187,18978,2326,465,30379,167
81,HARYANA,Bhiwani,1634445,866672,767773,1069871,643158,426713,623006,430678,192328,445675,177331,1011439,266244,357047,99235,456282,186145,223049,198307,218631,148995,104875,1093788,459364,1553152,964960,405760,261428,99232,16793,176336,242718,241914,175689,22116,68692,67,347,5860,84400,164410,3557,203509,36262,5367,16409,21776,30859,175604,75191,69554,88960,22472,198703,58683,17581,20686,2605,500,30740,150
82,HARYANA,Rohtak,1061204,568479,492725,747582,436025,311557,345967,272646,73321,288949,57018,715237,193120,175203,131739,306942,117097,150903,140782,168499,109596,100346,808357,248795,1057152,605741,269354,185685,91682,16545,150160,160621,174390,147990,8169,35577,34,1086,2431,37780,136781,440,154010,10545,4261,11498,15759,21602,118044,50316,46126,55628,13502,133362,37417,9594,11401,1525,282,20753,77
83,HARYANA,Jhajjar,958405,514667,443738,676091,399480,276611,326534,250020,76514,246457,80077,631871,168558,211816,78328,290144,90737,109829,115794,145258,97457,58826,627288,201028,828316,549975,245095,162356,69952,14298,128007,145032,153834,123545,5301,36644,41,173,4715,36547,114081,1670,133448,14363,3807,10084,13891,19716,105616,45175,40725,50636,13257,114239,35840,9978,11871,1604,289,21450,81
84,HARYANA,Mahendragarh,922088,486665,435423,630255,380440,249815,338584,232935,105649,212402,126182,583504,135455,223726,44216,267942,94273,135849,126291,132765,94245,60296,654072,245602,899674,530000,229392,161258,54810,8538,88012,133653,113329,74605,4493,40151,51,60,7081,55460,80378,5698,108389,37955,2971,8947,11918,17146,91491,39036,35309,49530,15586,100023,37004,13048,15919,2295,576,15579,80
85,HARYANA,Rewari,900332,474335,425997,636947,375453,261494,337727,235326,102401,250219,87508,562605,152651,199449,69305,268754,81280,120860,122617,139646,95807,65143,635173,206827,842000,518747,230704,150557,71366,12161,108753,137152,134804,100436,2055,37962,34,147,3439,35782,114709,1773,122608,24732,3879,10224,14103,18914,97233,42148,36171,45917,11875,105725,34760,10257,12265,1655,353,16378,72
86,HARYANA,Gurgaon,1514432,816690,697742,1111116,638666,472450,544716,432456,112260,487441,57275,969716,305751,141703,381988,523691,126920,177453,175370,219200,150120,233402,1123831,263720,1387551,875531,428101,210307,103261,92934,248024,274931,290709,271169,587,93746,71,264,4773,44026,257287,1253,219377,81189,15610,33002,48612,48505,189075,81885,58685,66325,16630,211628,46969,13062,16024,2427,535,46021,85
87,HARYANA,Mewat,1089263,571162,518101,454897,308435,146462,289964,224642,65322,204178,85786,799299,96309,187398,36237,223635,125261,135842,67299,41836,22265,12453,410483,619284,1029767,790930,186916,110688,37702,6220,27367,111968,92492,36802,22895,53678,32,37,8837,48984,36773,10018,58016,17363,1995,9012,11007,10975,49647,17477,21195,61056,35310,106432,27510,9881,13222,2589,752,9856,118
88,HARYANA,Faridabad,1809733,966110,843623,1272739,734940,537799,579229,476933,102296,495316,83913,1230504,333171,87700,382981,470681,137902,220384,198551,282666,178846,259933,1306146,346567,1652713,1095602,481318,231029,170927,63470,279652,302937,313812,296399,188,114361,117,187,20596,65216,253688,5639,211123,46224,10026,24687,34713,42722,201457,84281,74454,94686,22210,244743,54372,14109,17481,2764,608,36470,156
89,HARYANA,Palwal,1042708,554497,488211,599796,379696,220100,309563,241464,68099,216932,92631,733145,132606,186069,63090,249159,125474,142156,113940,102626,65963,43780,602312,393825,996137,684189,224043,133913,67580,10185,93313,121222,112618,74531,4463,60655,33,28,5148,43873,95524,928,95032,11507,2281,7953,10234,11985,71054,25760,33309,63475,23047,109785,32682,11484,14535,2441,610,10808,104
90,NCT OF DELHI,North West,3656539,1960922,1695617,2707855,1541952,1165903,1188545,1022419,166126,1135126,53419,2467994,720900,67592,959275,1026867,228507,571255,607092,613393,519808,465677,3028168,416720,3444888,2138591,1013424,503055,235402,152362,631015,636303,633690,618297,256,75625,61,247,55419,140611,516944,19404,578245,30391,24268,50614,74882,87545,414944,172776,154623,195983,44225,506247,108699,26154,31344,4365,825,83744,578
91,NCT OF DELHI,North,887978,475002,412976,681517,381615,299902,296446,257575,38871,283583,12863,591532,174310,4512,296559,301071,58952,133915,142788,126121,97744,107099,677717,125277,802994,506601,256501,124513,45555,25574,156786,160557,160265,158373,122,14275,6,21,12171,32679,131330,5093,144005,2353,6818,12106,18924,20501,99025,40757,37767,46661,11280,121420,24284,5999,7382,1118,265,22804,578
92,NCT OF DELHI,North East,2241624,1188425,1053199,1611588,912481,699107,661386,594353,67033,622443,38943,1580238,391951,5326,482255,487581,206524,500493,488767,341540,212438,122983,1881944,257966,2139910,1393078,581016,264663,143358,37482,349535,357017,372599,375856,60,68067,40,24,2426,68213,303350,1471,322815,22360,7179,19676,26855,39568,201329,79718,82043,129291,37585,280722,61219,16919,21583,3772,892,31536,578
93,NCT OF DELHI,East,1709346,907500,801846,1352998,748382,604616,579692,486951,92741,555026,24666,1129654,352758,1086,461132,462218,86484,219061,260094,267825,235187,246988,1334283,169693,1503976,948963,497157,262124,103064,87499,320151,329844,333378,331089,33,17468,42,7,1665,28364,321816,1097,333999,12321,13760,29127,42887,50278,209378,90332,68768,82972,19148,246036,50271,11891,14439,2087,461,43639,578
94,NCT OF DELHI,New Delhi,142004,77942,64062,114179,65678,48501,59541,46940,12601,56471,3070,82463,30023,0,52664,52664,4641,11728,15326,15942,17742,23934,91499,10098,101597,76076,43913,21773,11029,7248,26397,27920,27047,23658,6,1068,7,1,61,4197,23989,275,28951,404,2391,2663,5054,4305,18037,8060,5672,6180,1114,21298,3072,531,619,81,7,5396,578
95,NCT OF DELHI,Central,582320,307821,274499,442360,240518,201842,207374,177621,29753,195978,11396,374946,113399,0,194897,194897,34122,80924,96755,83244,62124,80251,443517,87286,530803,317650,169533,94448,17214,21001,102933,104185,104791,104040,15,4168,17,1,192,8788,105115,29,110084,2837,4472,9000,13472,14854,63862,26437,22571,29033,8220,78101,14851,3712,4633,710,211,17002,578
96,NCT OF DELHI,West,2543243,1356240,1187003,1961179,1093933,867246,874320,732598,141722,839621,34699,1668923,520282,1809,699703,701512,157606,318376,365913,369114,327114,440295,2032794,308139,2340933,1399165,732515,408953,150955,134587,468163,476978,474955,471008,47,53711,57,24,11824,76862,422438,2718,455131,32313,18592,41785,60377,71023,312245,133311,107911,123973,27108,358891,78148,18322,21790,2948,520,64874,578
97,NCT OF DELHI,South West,2292958,1246046,1046912,1787689,1025261,762428,795352,667977,127375,749995,45357,1497606,457784,41179,606503,647682,152945,255177,313817,335645,308513,400800,1814620,278832,2093452,1296955,683209,308675,164362,105425,402661,425929,432180,421100,37,81027,26,33,24345,61397,373537,6609,350289,71283,21093,39474,60567,65714,279110,121252,92144,101534,21561,319191,62544,15317,18468,2654,497,62569,578
98,NCT OF DELHI,South,2731929,1467428,1264501,2078402,1185036,893366,924393,775592,148801,869086,55307,1807536,549402,2918,728145,731063,191659,368772,400595,430091,354078,458858,2256556,328287,2584843,1588001,785085,355602,151260,121101,481782,513042,503279,487320,50,142568,42,85,12625,93230,421563,4436,393274,105327,24533,47925,72458,74615,314680,130422,109643,138146,28438,389462,70764,16417,20097,3025,655,73399,578
99,RAJASTHAN,Ganganagar,1969168,1043340,925828,1193343,710908,482435,912672,596320,316352,680563,232109,1056496,283142,397697,164897,562594,237042,314107,238397,163098,105734,104071,1181845,710223,1892068,1167889,502211,283484,149905,21515,181616,284669,332389,316783,5249,29267,56,28054,14937,101909,236712,16832,274355,4556,9836,27061,36897,38326,205706,84197,83183,106572,24702,257909,63985,18448,21776,2759,569,30207,327
100,RAJASTHAN,Hanumangarh,1774692,931184,843508,1034136,624281,409855,835260,512802,322458,642109,193151,939432,243163,389059,108694,497753,239601,273441,219194,153628,104087,84185,1088552,723454,1812006,1058044,453114,242361,93418,16537,140280,249474,278085,278373,1005,27588,57,13223,15085,100071,192913,21671,246593,9019,6235,19543,25778,30391,177261,75419,71451,97663,28169,216660,61217,22375,26672,3510,787,24322,287
101,RAJASTHAN,Bikaner,2363937,1240801,1123136,1278801,782399,496402,986208,640572,345636,752768,233440,1377729,220793,335754,196179,531933,410155,333211,254335,143669,80296,101714,1341957,1015331,2357288,1543867,517271,288165,97914,17113,138480,287946,301031,195188,2717,42877,133,32076,32053,99339,194668,30981,224200,37355,6510,19588,26098,26627,152709,55756,70326,139477,57686,239576,71678,30558,42151,8393,3200,22565,320
102,RAJASTHAN,Churu,2039547,1051446,988101,1149269,696729,452540,902829,541404,361425,628381,274448,1136718,231696,344897,148996,493893,336671,302022,237220,161520,100677,77282,1228712,910226,2138938,1293193,458725,272176,46531,9938,131174,268431,268120,200805,9512,25206,74,278,19862,131525,153018,14436,268551,22958,4813,15648,20461,24835,157157,60723,71599,123209,46524,217710,69555,29997,39372,7125,2250,20714,373
103,RAJASTHAN,Jhunjhunun,2137045,1095896,1041149,1370360,815834,554526,894649,541392,353257,592813,301836,1242396,297559,500452,150357,650809,296093,305626,301866,256621,192240,158936,1536668,712584,2249252,1298780,494124,330126,74695,15861,189511,314807,297078,205571,17774,104352,149,110,13359,142622,191632,9957,231401,87590,6532,19200,25732,33294,189011,75177,80540,122785,46136,239984,74557,30255,38856,6711,1890,30267,354
104,RAJASTHAN,Alwar,3674179,1939026,1735153,2182476,1359829,822647,1708542,994171,714371,1179461,529081,1965637,485723,782294,212967,995261,492781,492981,468628,324050,230415,222622,2262867,1384905,3647772,2346721,836000,490137,242678,30207,258862,477446,330836,172919,40306,376001,138,169,11388,259700,216309,7856,189088,196407,14425,40322,54747,52787,288169,114385,120997,205655,80342,403740,113701,49889,65112,11527,3696,46360,544
105,RAJASTHAN,Bharatpur,2548462,1355726,1192736,1480869,943910,536959,1071154,647198,423956,694929,376225,1477308,288723,479437,129697,609134,363676,330336,314953,211938,147520,132571,1524305,1104824,2629129,1659515,546362,329127,152915,10349,160190,303255,198184,85903,101271,202167,91,92,12108,146614,103790,2861,101103,47246,8505,26036,34541,32727,174085,63336,78022,154757,60224,282742,69981,29251,38271,6974,2046,32613,408
106,RAJASTHAN,Dhaulpur,1206516,653647,552869,683098,435721,247377,523212,339110,184102,317617,205595,683304,96086,214670,58626,273296,207566,172914,132964,77360,45590,37856,682444,552106,1234550,815651,248416,141365,80614,3614,51423,117770,77503,33172,25201,137091,91,197,890,108776,42599,1436,35615,7093,4893,14102,18995,17283,78118,26244,34591,78457,26614,141825,28860,8921,11666,2121,624,19833,216
107,RAJASTHAN,Karauli,1458248,783639,674609,805849,531904,273945,628726,371058,257668,438337,190389,829522,132079,305047,59308,364355,220644,193938,170399,104208,69443,67639,840673,668926,1509599,947173,310688,192042,52008,3820,49752,166652,69366,41754,47230,146833,111,108,4322,113262,50675,7474,54328,55000,7143,20306,27449,22939,113609,40877,49793,94555,27046,180863,40760,14651,18963,3409,903,22073,226
108,RAJASTHAN,Sawai Madhopur,1335551,704031,631520,741748,486184,255564,578068,343802,234266,418555,159513,757483,140947,282057,71264,353321,205450,172925,151108,87349,57625,70870,759711,586492,1346203,841697,309237,183234,66594,4398,61935,171024,81379,52475,43743,147768,115,229,2710,111924,56544,2461,54946,35191,8233,23742,31975,24892,118651,43727,50032,82789,20572,175484,41668,11899,15234,2651,684,21601,204
109,RAJASTHAN,Dausa,1634409,857787,776622,938051,596935,341116,684495,398151,286344,506214,178281,949914,195277,361084,59610,420694,229035,235474,208537,135234,92559,90833,1005436,681980,1687416,1047136,358718,210117,84799,6664,82113,202591,85330,50480,25416,199528,17,69,4314,151190,60038,5795,54241,91306,7163,22530,29693,23712,129560,47803,58045,100766,30810,197083,49469,18290,23883,4287,1306,20394,286
